Mrpl15
Commd3
Bmi1
Spag6
Pip4k2a
Armc3
Msrb2
Otud1
Arhgap21
Gm13375
Enkur
Thnsl1
Apbb1ip
Pdss1
Abi1
Acbd5
Mastl
Yme1l1
Spopl
Il1rn
Psd4
Ehmt1
Arrdc1
Zmynd19
Dph7
Mrpl41
Pnpla7
Nsmf
Gm13387
Nrarp
Gm38287
Tor4a
Nelfb
Tubb4b
Ndor1.1
Tmem203
Tprn
Ssna1
Anapc2
Man1b1
Dpp7
Uap1l1
Npdc1
Fut7
Abca2
Paxx
C8g
Fbxw5
Traf2
Edf1
Mamdc4
Phpt1
Ajm1
Rabl6
Tmem141
Bmyc
Camsap1
Ubac1
Nacc2
Tmem250-ps
Qsox2
Gpsm1
Dnlz
Card9
Snapc4
Gm13563
Entr1
Pmpca
Inpp5e
Sec16a
Notch1
Egfl7
Agpat2
Dipk1b
Lcn4
Surf6
Med22
Rpl7a
Surf1
Surf2
Surf4
Stkld1
Rexo4
Cacfd1
Slc2a6
Sardh
Vav2
Brd3os
Brd3
Wdr5
Rxra
Olfm1
Mrps2
Ralgds
Gtf3c5
Tsc1
Spaca9
Gtf3c4
Ddx31
Cfap77
Ttf1
Setx
Ntng2
Med27
Rapgef1
Trub2
Coq4
Slc27a4
Urm1
2600006K01Rik
Cercam
Odf2
Gle1
Sptan1
Wdr34
Set
Zdhhc12
Zer1
Tbc1d13
Endog
Spout1
Kyat1
1700084E18Rik
Lrrc8a
Gm28035
Phyhd1
Dolk
Nup188
Sh3glb2
Miga2
Dolpp1
Crat
Ptpa
Ier5l
Gm14487
Cstad
9330198N18Rik
1700001O22Rik
Ntmt1
Asb6
Tor1b
Tor1a
BC005624
Usp20
Fnbp1
Gpr107
Hmcn2
Ass1
Fubp3
Exosc2
Abl1
Qrfp
Fibcd1
Nup214
Fam78a
Prrc2b
Gm13610
Pomt1
Uck1
Swi5
Golga2
Ciz1
1110008P14Rik
Lcn2
Ptges2
Slc25a25
Naif1
Fam102a
Dpm2
St6galnac4
St6galnac6
Eng
Fpgs
Cdk9
Sh2d3c
Ttc16
Tor2a
Ptrh1
Stxbp1
Fam129b
Lrsam1
Rpl12
Slc2a8
Ralgps1
Angptl2
Zbtb34
Zbtb43
Mvb12b
Pbx3
Mapkap1
Gapvd1
Hspa5
Rabepk
Fbxw2
Psmd5
Phf19
Traf1
AI182371
Cntrl
Rab14
Gsn
Ggta1
Ttll11
Ndufa8
Rbm18
Mrrf
Pdcl
Rc3h2
Zbtb6
Zbtb26
Rabgap1
Strbp
Gpr21
Dennd1a
Nek6
Psmb7
Nr6a1
Nr6a1os
Gm13496
Wdr38
Rpl35
Arpc5l
Golga1
Scai
Ppp6c
Kynu
Arhgap15
Gtdc1
Zeb2
Zeb2os
Acvr2a
Orc4
Mbd5
Epc2
Kif5c
Lypd6b
Mmadhc
Rnd3
Rbm43
Nmi
Rif1
Neb
Arl5a
Cacnb4
Stam2
Fmnl2
Prpf40a
Arl6ip6
Nr4a2
Gpd2
Cytip
Gm13546
Ccdc148
Pkp4
Dapl1
Tanc1
Wdsub1
Baz2b
Gm13572
Marchf7
Ly75
Gm13571
Rbms1
Tank
Psmd14
Slc4a10
Dpp4
Fap
Ifih1
Gca
Cobll1
Gm13594
Ttc21b
Stk39
Cers6
Nostrin
Spc25
Abcb11
Fastkd1
Ppig
Ccdc173
Phospho2
Ssb
Mettl5
Mettl5os
Ubr3
Myo3b
Gm26558
Gorasp2
Tlk1
Mettl8
Dcaf17
Dync1i2
Slc25a12
Hat1
Metap1d
Itga6
Pdk1
Rapgef4
Cdca7
Sp3
Sp3os
Ola1
Cir1
Scrn3
Gpr155
Wipf1
Atf2
Atp5g3
Lnpk
Mtx2
Hnrnpa3
Nfe2l2
Agps
Ttc30b
Ttc30a1
Pde11a
Rbm45
Osbpl6
Prkra
Fkbp7
Plekha3
Ccdc141
Sestd1
Cwc22
Ube2e3
Itga4
Cerkl
Itprid2
Dnajc10
Nckap1
Dusp19
Nup35
Zc3h15
Itgav
Calcrl
Tfpi
Selenoh
Tmx2
Med19
Zdhhc5
Clp1
Ube2l6
Timm10
Slc43a1
Slc43a3
Ssrp1
Tnks1bp1
Ptprj
Nup160
Fnbp4
Mtch2
C1qtnf4
Ndufs3
Kbtbd4
Ptpmt1
Celf1
Rapsn
Psmc3
Slc39a13
Spi1
Madd
Nr1h3
Acp2
Ddb2
Arfgap2
1110051M20Rik
Ckap5
Zfp408
Arhgap1
Atg13
Harbi1
Ambra1
Mdk
Dgkz
Gm9821
Creb3l1
Phf21a
Large2
Pex16
Mapk8ip1
Cry2
Slc35c1
Prdm11
Trp53i11
Cd82
Ext2
Accs
Alkbh3
Hsd17b12
Ttc17
Api5
Gm10800
B230118H07Rik
Traf6
Prr5l
Commd9
Ldlrad3
Gm13919
Trim44
Cd44
Pdhx
Apip
Cat
Abtb2
Nat10
Caprin1
Lmo2
Fbxo3
Hipk3
Cstf3
Tcp11l1
Qser1
Prrg4
Ccdc73
Eif3m
Rcn1
Elp4
Immp1l
Dnajc24
Mpped2
Arl14ep
Mettl15
Kif18a
Lin7c
Ccdc34
Lpcat4
Nop10
Slc12a6
Emc4
Katnbl1
Emc7
Aven
Ryr3
Scg5
Arhgap11a
Aqr
Zfp770
Dph6
BC052040
Spred1
Fam98b
Rasgrp1
Eif2ak4
Srp14
Bmf
Bub1b
Pak6
Plcb2
Inafm2
Knstrn
Ivd
Bahd1
Chst14
Ccdc32
Rpusd2
Knl1
Rad51
Rmdn3
Dnajc17
Zfyve19
Vps18
Ino80
Exd1
Chp1
Oip5os1
Oip5
Nusap1
Ndufaf1
Rtf1
Ltk
Rpap1
Tyro3
Mga
Mapkbp1
Jmjd7
Ehd4
Vps39
Tmem87a
Ganc
Capn3
Zfp106
Snap23
Lrrc57
Haus2
Stard9
Cdan1
Ttbk2
Ubr1
Tmem62
Ccndbp1
Lcmt2
Adal
Zscan29
Tubgcp4
Trp53bp1
Ppip5k1
Catsper2
Pdia3
Serinc4
Serf2
Hypk
Mfap1b
Mfap1a
Wdr76
Frmd5
Casc4
Mageb3
Ctdspl2
Eif3j1
Spg11
Patl2
B2m
Sord
Shf
Slc28a2
Slc28a2b
Gatm
AA467197
Slc30a4
Bloc1s6os
Bloc1s6
Sqor
Slc24a5
Myef2
Dut
Cep152
Eid1
Secisbp2l
Cops2
Galk2
Dtwd1
Atp8b4
Hdc
Gabpb1
Gm27003
Usp8
Usp50
Trpm7
Sppl2a
Ap4e1
Blvra
Ncaph
Itpripl1
1810024B03Rik
Snrnp200
Ciao1
Tmem127
Stard7
Dusp2
Gpat2
Fahd2a
Zfp661
Mrps5
Nphp1
Mtln
Acoxl
Bcl2l11
Morrbid
Gm14009
Anapc1
Tmem87b
Zc3h8
Gm10762
Zc3h6
Ttl
Polr1b
Chchd5
AI847159
Gm14029
Slc20a1
Ckap2l
Il1b
Sirpa
Stk35
Snrpb
Nop56
Idh3b
Pced1a
Vps16
Ptpra
Mrps26
Ubox5
Fastkd5
Lzts3
Ddrgk1
Itpa
4930402H24Rik
Atrn
1700037H04Rik
Spef1
Cenpb
Cdc25b
Ap5s1
Mavs
Pank2
Rnf24
Smox
Prnp
Rassf2
Slc23a2
Tmem230
Pcna
AV099323
Cds2
1700026D11Rik
Gpcpd1
AU019990
Shld1
Trmt6
Mcm8
Crls1
Lrrn4
Tmx4
Plcb4
Mkks
Slx4ip
Tasp1
Esf1
Ndufaf5
Macrod2
Kif16b
Kif16bos
Snrpb2
Dstn
Rrbp1
Snx5
Mgme1
Kat14
Polr3f
Rbbp9
Sec23b
Smim26
Dtd1
Naa20
Crnkl1
Ralgapa2
Kiz
Xrn2
Thbd
Cd93
Nxt1
Gzf1
Napb
Cst3
Zfp120
Zfp937
3300002I08Rik
Gm10130
Zfp442
Zfp345
Cst7
Apmap
Acss1
Entpd6
Pygb
Abhd12
Gins1
Nanp
Nsfl1c
Gm14167
Fkbp1a
Sdcbp2
Psmf1
Gm14154
Fam110a
Slc52a3
Csnk2a1
Tbc1d20
Rbck1
Trib3
Sox12
Zcchc3
H13
Mcts2
Id1
Bcl2l1
Tpx2
Pdrg1
Hck
Tm9sf4
Tspyl3
Plagl2
Pofut1
Kif3b
Asxl1
Nol4l
Commd7
Dnmt3b
Mapre1
Cdk5rap1
Cbfa2t2
E2f1
Pxmp4
4930519P11Rik
Zfp341
Chmp4b
Raly
a
Eif2s2
Ahcy
Itch
Dynlrb1
Map1lc3a
Pigu
Trp53inp2
Ncoa6
Ggt7
Acss2
Gss
Trpc4ap
Edem2
BC029722
Eif6
Uqcc1
Cep250
6430550D23Rik
Ergic3
Cpne1
Gm28036
Rbm12
Nfs1
Romo1
Rbm39
Phf20
Scand1
Cnbd2
2900097C17Rik
Epb41l1
Aar2
Gm14168
Dlgap4
Gm14230
Tgif2
Rab5if
Sla2
Ndrg3
Dsn1
Samhd1
Rbl1
Mroh8
Rpn2
Manbal
Blcap
Platr27
Ctnnbl1
Tti1
Rprd1b
Lbp
Ralgapb
Actr5
Ppp1r16b
Fam83d
Dhx35
Mafb
Top1
Plcg1
Zhx3
Gm16751
Chd6
Gm45447
Srsf6
Ift52
Mybl2
Oser1
2900093K20Rik
Fitm2
Ttpal
Serinc3
0610039K10Rik
Pkig
Ada
Ywhab
Pabpc1l
Tomm34
Stk4
Gm11455
Slpi
Sdc4
Sys1
Dbndd2
Pigt
Wfdc2
Dnttip1
Ube2c
Snx21
Acot8
Zswim3
Zswim1
Neurl2
Ctsa
Pltp
Pcif1
Zfp335
Zfp335os
Mmp9
Ncoa5
Cd40
Slc35c2
Elmo2
Trp53rka
Eya2
Zmynd8
Ncoa3
Sulf2
Prex1
Trp53rkb
Arfgef2
Cse1l
Gm17096
Stau1
Ddx27
Znfx1
Kcnb1
B4galt5
Slc9a8
Spata2
Rnf114
Snai1
Ube2v1
Tmem189
Gm14320
Cebpb
Gm14321
9230111E07Rik
Ptpn1
Ripor3
Pard6b
Adnp
Dpm1
Mocs3
Nfatc2
Atp9a
Zfp64
Gm9873
Zfp217
Pfdn4
Fam210b
Aurka
Cstf1
Cass4
Gm14455
Rtf2
Fam209
Bmp7
Spo11
Rae1
Rbm38
Zbp1
Pmepa1
Rab22a
Vapb
Stx16
Npepl1
Gnasas1
Gnas
Gm20721
Nelfcd
Ctsz
Atp5e
Prelid3b
Zfp831
Gm14399
Gm14391
Gm4631
Zfp968
Gm4724
Zfp965
Gm6710
Zfp966
Zfp967
Zfp973
Gm14305
Gm14295
Gm14296
Gm14410
Zfp970
Gm14403
Gm14322
Gm14325
Gm14327
Zfp972
Gm14326
Zfp971
Zfp931
Taf4
Lsm14b
Psma7
Ss18l1
Mtg2
Osbpl2
Adrm1
Rps21
Cables2
Slco4a1
Mrgbp
Ogfr
Col9a3
Dido1
Gid8
Slc17a9
Ythdf1
Arfgap1
Col20a1
Ppdpf
Srms
Helz2
Gmeb2
Rtel1
Arfrp1
Zgpat
Lime1
Zbtb46
Tpd52l2
Dnajc5
Uckl1
Uckl1os
Zfp512b
Prpf6
Samd10
Tcea2
Rgs19
Pcmtd2
Polr3k
Clcn5
Usp27x
Ppp1r3f
Flicr
Foxp3
Ccdc22
Syp
Prickle3
Plp2
Gpkow
Wdr45
Praf2
Tfe3
Gripap1
Otud5
Pim2
Slc35a2
Pqbp1
Timm17b
Hdac6
Gata1
Gm14820
Suv39h1
Was
Wdr13
Rbm3
Rbm3os
Tbc1d25
Ebp
Ftsj1
B630019K06Rik
Lancl3
Xk
Cybb
Dynlt3
Rpgr
Mid1ip1
Gm14493
Bcor
Atp6ap2
1810030O07Rik
Med14
Usp9x
Ddx3x
Cask
Gpr34
Fundc1
Kdm6a
Slc9a7
Rp2
Jade3
Ndufb11
Rbm10
Uba1
Cdk16
Usp11
Araf
Cfp
Elk1
Uxt
Zfp182
Zfp300
Wdr44
Dock11
Il13ra1
Zcchc12
Pgrmc1
Akap17b
Slc25a5
C330007P06Rik
Ube2a
Nkrf
Septin6
Rpl39
Upf3b
Nkap
Ndufa1
Rnf113a1
Zbtb33
Lamp2
Cul4b
Mcts1
C1galt1c1
Gria3
Thoc2
Xiap
Stag2
Sh2d1a
Tenm1
Ocrl
Apln
Xpnpep2
Sash3
Zdhhc9
Utp14a
Bcorl1
Elf4
Aifm1
Rab33a
Zfp280c
Slc25a14
Rbmx2
Enox2
Stk26
Rap2c
Mbnl3
Phf6
Hprt
Fam122b
Mospd1
Rtl8c
Rtl8a
Rtl8b
Xlr
3830403N18Rik
Zfp449
Ints6l
Mmgt1
Slc9a6
Map7d3
Htatsf1
Cd40lg
Arhgef6
Rbmx
Fgf13
Atp11c
Fmr1
Gm14698
Ids
1110012L19Rik
Tmem185a
Mtm1
Mtmr1
Cd99l2
Hmgb3
Vma21
Cetn2
Nsdhl
Xlr4a
Xlr3b
Xlr4b
F8a
Xlr4c
Zfp275
Haus7
Dusp9
Pnck
Slc6a8
Bcap31
Abcd1
Srpk3
Idh3g
Ssr4
Pdzd4
L1cam
Arhgap4
Avpr2
Naa10
Renbp
Hcfc1
Irak1
Mecp2
Tktl1
Flna
Emd
Rpl10
Dnase1l1
Taz
Atp6ap1
Gdi1
Fam50a
Plxna3
Lage3
Ubl4a
Slc10a3
Fam3a
Ikbkg
G6pdx
Gab3
Dkc1
Mpp1
F8
Fundc2
Cmc4
Mtcp1
Brcc3
Vbp1
Rab39b
Pls3
Tbl1x
Prkx
Prrg1
Dmd
Tab3
Gk
5430427O19Rik
Pola1
Pdk3
Gm14798
Zfx
Eif2s3x
Klhl15
Apoo
Maged1
Zxdb
Gm39526
Arhgef9
Amer1
Zc4h2
Zc3h12b
Las1l
Msn
F630028O10Rik
Ar
Yipf6
Efnb1
Pja1
Igbp1
Pdzd11
Dlg3
Snx12
Foxo4
Gm614
Il2rg
Med12
Zmym3
Nono
Itgb1bp2
Taf1
Ogt
Cxcr3
Nhsl2
Rtl5
Pin4
Ercc6l
Rps4x
Hdac8
Chic1
Tsix
Xist
Jpx
Ftx
Slc16a2
Rlim
Abcb7
Uprt
Zdhhc15
Pbdc1
Magee1
Atrx
Magt1
Cox7b
Atp7a
Tlr13
Pgk1
Taf9b
Cysltr1
P2ry10
P2ry10b
Gpr174
Itm2a
2610002M06Rik
Brwd3
Hmgn5
Sh3bgrl
Apool
Chm
Dach2
Klhl4
Cldn34c1
Diaph2
Tspan6
Cstf2
Xkrx
Trmt2b
Tmem35a
Cenpi
Timm8a1
Btk
Rpl36a
Gla
Hnrnph2
Armcx4
Armcx1
Armcx6
Armcx3
Armcx2
Zmat1
Gprasp1
Armcx5
Bhlhb9
Gprasp2
Arxes2
Bex2
Tceal8
Bex1
Tceal9
Bex3
Morf4l2
Plp1
Tmsb15l
Tmsb15b1
Slc25a53
Zcchc18
Fam199x
Rnf128
Tbc1d8b
Gm15013
Rbm41
Prps1
Tsc22d3
Psmd10
Atg4a
Nxt2
Acsl4
Tmem164
Ammecr1
Alg13
Lhfpl1
Tmem29
Apex2
Alas2
Pfkfb1
Maged2
Gnl3l
Tsr2
A230072E10Rik
Fam120c
Phf8
Huwe1
Hsd17b10
Ribc1
Smc1a
Iqsec2
Kdm5c
Kantr
Tspyl2
Rragb
Klf8
Ubqln2
Kctd12b
Nbdy
Spin2c
Sat1
Acot9
Prdx4
Sms
Mbtps2
Rps6ka3
Eif1ax
Bclaf3
Sh3kbp1
Map3k15
Pdha1
Phka2
Cdkl5
Rbbp7
Txlng
Syap1
Ctps2
Ap1s2
Zrsr2
Car5b
Siah1b
Pir
Piga
Mospd2
Fancb
Gemin8
Gpm6b
Ofd1
Trappc2
Rab9
Tceanc
Gm1720
Gm8817
Gm15232
Gm15228
Tmsb4x
Tlr7
Prps2
Msl3
Arhgap6
Hccs
Mid1
Gm15247
Erdr1
Pex2
Gm8797
Zc2hc1a
Hey1
Mrps28
Tpd52
Zbtb10
C030034L19Rik
Pag1
Fabp5
Gm9833
Impa1
Zfand1
Chmp4c
Snx16
Lrrcc1
E2f5
Rbis
Car2
Gm9733
Sirpb1b
Sirpb1c
Gm5150
Ythdf3
Armc1
Mtfr1
Pde7a
1700064H15Rik
Hps3
Hltf
Gyg
Gm43672
Tbl1xr1
Ect2
Nceh1
Tnfsf10
Fndc3b
Tnik
Eif5a2
Gm32950
Rpl22l1
Mynn
4933429H19Rik
Sec62
Gpr160
Phc3
Prkci
Skil
Zmat3
Pik3ca
Zfp639
Mfn1
Gnb4
Actl6a
Mrpl47
Ndufb5
Ttc14
Ccdc39
Fxr1
Dnajc19
Atp11b
Dcun1d1
Gm15952
Mccc1
Mccc1os
Acad9
Zfp267
Anxa5
1810062G17Rik
Exosc9
Ccna2
Bbs7
4932438A13Rik
Il2
Cetn4
Bbs12
Fgf2
Nudt6
Spata5
Spry1
Gm5148
Gm42921
Ankrd50
Intu
Hspa4l
Plk4
Mfsd8
Abhd18
Larp1b
Pgrmc2
Jade1
Sclt1
D3Ertd751e
Noct
Elf2
Gm5103
Mgarp
Ndufc1
Naa15
Rab33b
Setd7
Mgst2
Maml3
Gm37170
Foxo1
Gm20402
Gm30292
Cog6
Nhlrc3
Proser1
Ufm1
Supt20
Exosc8
Alg5
Rfxap
Spg20
Commd2
Rnf13
Pfn2
Tsc22d2
Serp1
Eif2a
Selenot
Siah2
Med12l
Gpr171
P2ry14
P2ry12
Aadacl2fm2
Mbnl1
P2ry1
Rap2b
B430305J03Rik
Dhx36
E130311K13Rik
Slc33a1
Gm26850
Gmps
Kcnab1
Ssr3
Tiparp
Lekr1
Ccnl1
Gm37305
Rsrc1
Gfm1
Lxn
Mfsd1
Gm35584
1110032F04Rik
Ift80
Smc4
Trim59
